,아파트명,면적,법정동주소,b_code,지번주소,도로명주소,latitude,longitude,세대수,임대세대수,최고층,최저층,용적률,건폐율,주차대수,건설사,난방,공급면적,전용면적,전용율,방수,욕실수,해당면적_세대수,현관구조,재산세,재산세합계,지방교육세,재산세_도시지역분,종합부동산세,결정세액,농어촌특별세,가격,겨울관리비,여름관리비,최소_매매호가,최대_매매호가,최소_전세호가,최대_전세호가,최소_월세호가,최대_월세호가,최소_실거래가,최대_실거래가,학교명,학교코드,학교주소,학교유형,설립유형,설립일자,교육청,홈페이지,학생_통계_기준일,교사당_학생_수,교실당_학생_수,남학생_수,여학생_수,교직원_통계_기준일,남교사_수,여교사_수,1학년_교실_수,2학년_교실_수,3학년_교실_수,4학년_교실_수,5학년_교실_수,6학년_교실_수,1학년_학생_수,2학년_학생_수,3학년_학생_수,4학년_학생_수,5학년_학생_수,6학년_학생_수,특수_교실_수,특수_교실_학생_수,총_교실_수,총_학생_수,남성_교직원_수,여성_교직원_수,내담자_상담사_수,외부_상담사_수,방과후_교실_통계_기준일,방과후 프로그램 수,방과후_학생_수,도서관_도서_수,학생_당_도서_수,급식_서비스_통계_기준일,급식_서비스_운영_방식,급식_서비스_학생당_가격,급식_서비스_지원_학생_수,급식_서비스_연간_지원_금액,학교_위도,학교_경도,행정동_코드,시도명,평균_교실_당_학생_수(시도),평균_교사_당_학생_수(시도),구군명,평균_교실_당_학생_수(구군),평균_교사_당_학생_수(구군),도보_이동_시간(분),남교사 수,6학년 학생 수,방과후_학생 _수
4,덕현해밀,100㎡,서울시 성동구 용답동,1120012200,252,서울시 성동구 용답29길 29,37.564683,127.053318,66,0,10,10,248,34,75,덕현건설(주),HT001,100.13,75.67,76,3,2,1,계단식,243280,588220,48650,296290,0,0,0,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,10,,45.0,53.0
5,덕현해밀,103㎡,서울시 성동구 용답동,1120012200,252,서울시 성동구 용답29길 29,37.564683,127.053318,66,0,10,10,248,34,75,덕현건설(주),HT001,103.55,80.42,78,3,2,1,계단식,252080,604940,50410,302450,0,0,0,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,10,,45.0,53.0
6,덕현해밀,104㎡,서울시 성동구 용답동,1120012200,252,서울시 성동구 용답29길 29,37.564683,127.053318,66,0,10,10,248,34,75,덕현건설(주),HT001,104.85,81.55,78,3,2,5,계단식,257360,614980,51470,306150,0,0,0,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,10,,45.0,53.0
7,덕현해밀,110,서울시 성동구 용답동,1120012200,252,서울시 성동구 용답29길 29,37.564683,127.053318,66,0,10,10,248,34,75,덕현건설(주),HT001,110.14,84.99,77,3,2,53,계단식,290800,678520,58160,329560,0,0,0,,,,11억,12억,,"5억 8,000",,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,10,,45.0,53.0
0,드레곤힐(도시형),32Bb㎡,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,32.95,19.7,60,1,1,7,복도식,,,,,,,,,,,,,,,,"9,000/35",,"9,000/35",서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
1,드레곤힐(도시형),33A㎡,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,33.43,19.99,60,1,1,49,복도식,,,,,,,,,,,,,,,,"9,000/35",,"9,000/35",서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
2,드레곤힐(도시형),33Aa㎡,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,33.03,19.75,60,1,1,7,복도식,,,,,,,,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
3,드레곤힐(도시형),33B㎡,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,33.43,19.99,60,1,1,7,복도식,,,,,,,,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
4,드레곤힐(도시형),34C㎡,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,34.45,20.6,60,1,1,7,복도식,,,,,,,,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
5,드레곤힐(도시형),34Cc㎡,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,34.07,20.37,60,1,1,7,복도식,,,,,,,,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
6,드레곤힐(도시형),45D,서울시 성동구 용답동,1120012200,69-2,서울시 성동구 천호대로 298,37.565928,127.053472,91,0,9,9,398,59,49,한양개발(주),HT001,45.11,26.97,60,1,1,7,복도식,,,,,,,,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,12,,45.0,53.0
0,와이엠프라젠,79㎡,서울시 성동구 용답동,1120012200,226-4,서울시 성동구 자동차시장1길 14,37.561383,127.05868,83,5,15,12,246,20,86,와이엠종합건설(주),HT001,79.82,59.94,75,3,2,23,계단식,,,,,,,,,,,,,,,,,,,서울군자초등학교,B100001397,서울특별시 동대문구 장안동 239-2,혁신,단설,19730106,서울특별시교육청,http://kunja.sen.es.kr,20230531,14.2,16.7,153,147,20230531,3,27,3,3,3,2,2,3,52,52,55,32,47,,2,14,16,300,1,4,0,0,20230531,14,,0,0.0,20230531,직영,3683,351,577990000,37.56421303,127.06142637,1123010600,서울시,19.8,17.4,동대문구,20.0,17.3,8,,48.0,147.0
1,와이엠프라젠,105,서울시 성동구 용답동,1120012200,226-4,서울시 성동구 자동차시장1길 14,37.561383,127.05868,83,5,15,12,246,20,86,와이엠종합건설(주),HT001,105.88,84.95,80,3,2,55,계단식,,,,,,,,,,,,10억,,,,,,,서울군자초등학교,B100001397,서울특별시 동대문구 장안동 239-2,혁신,단설,19730106,서울특별시교육청,http://kunja.sen.es.kr,20230531,14.2,16.7,153,147,20230531,3,27,3,3,3,2,2,3,52,52,55,32,47,,2,14,16,300,1,4,0,0,20230531,14,,0,0.0,20230531,직영,3683,351,577990000,37.56421303,127.06142637,1123010600,서울시,19.8,17.4,동대문구,20.0,17.3,8,,48.0,147.0
0,중앙하이츠,85㎡,서울시 성동구 용답동,1120012200,15,서울시 성동구 용답중앙27길 10,37.563179,127.055567,136,0,20,11,355,34,102,(주)중앙건설,HT001,85.86,59.74,70,3,1,59,계단식,138560,389260,27710,222990,0,0,0,,,,,,,,,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,4,,45.0,53.0
1,중앙하이츠,109,서울시 성동구 용답동,1120012200,15,서울시 성동구 용답중앙27길 10,37.563179,127.055567,136,0,20,11,355,34,102,(주)중앙건설,HT001,109.53,84.54,77,3,2,77,계단식,211600,528040,42320,274120,0,0,0,,,,,,,"5억 3,000",,,,,서울용답초등학교,B100002187,서울특별시 성동구 용답동 29번지,공립,단설,19830420,서울특별시교육청,http://yd.sen.es.kr,20230531,12.9,14.3,108,107,20230531,4,26,2,2,2,2,2,3,31,32,31,21,47,,2,8,13,215,2,3,0,0,20230531,5,,0,0.0,20230531,직영,3550,361,445809000,37.56082957,127.05355296,1120012200,서울시,19.8,17.4,성동구,17.8,15.9,4,,45.0,53.0
0,힐데스하임(도시형),25㎡,서울시 성동구 용답동,1120012200,233-1,서울시 성동구 천호대로 416,37.56098,127.065104,170,0,19,19,795,63,50,(주)원건설,HT001,25.24,14.56,58,1,1,136,계단식,26660,106630,5330,74640,0,0,0,,,,,,,,,,,,서울군자초등학교,B100001397,서울특별시 동대문구 장안동 239-2,혁신,단설,19730106,서울특별시교육청,http://kunja.sen.es.kr,20230531,14.2,16.7,153,147,20230531,3,27,3,3,3,2,2,3,52,52,55,32,47,,2,14,16,300,1,4,0,0,20230531,14,,0,0.0,20230531,직영,3683,351,577990000,37.56421303,127.06142637,1123010600,서울시,19.8,17.4,동대문구,20.0,17.3,11,,48.0,147.0
1,힐데스하임(도시형),37㎡,서울시 성동구 용답동,1120012200,233-1,서울시 성동구 천호대로 416,37.56098,127.065104,170,0,19,19,795,63,50,(주)원건설,HT001,37.54,21.92,58,1,1,17,계단식,31060,122750,6210,85480,0,0,0,,,,,,,,,,,,서울군자초등학교,B100001397,서울특별시 동대문구 장안동 239-2,혁신,단설,19730106,서울특별시교육청,http://kunja.sen.es.kr,20230531,14.2,16.7,153,147,20230531,3,27,3,3,3,2,2,3,52,52,55,32,47,,2,14,16,300,1,4,0,0,20230531,14,,0,0.0,20230531,직영,3683,351,577990000,37.56421303,127.06142637,1123010600,서울시,19.8,17.4,동대문구,20.0,17.3,11,,48.0,147.0
2,힐데스하임(도시형),48,서울시 성동구 용답동,1120012200,233-1,서울시 성동구 천호대로 416,37.56098,127.065104,170,0,19,19,795,63,50,(주)원건설,HT001,48.67,28.26,58,1,1,17,계단식,37940,140630,7580,95110,0,0,0,,,,,,,,,,,,서울군자초등학교,B100001397,서울특별시 동대문구 장안동 239-2,혁신,단설,19730106,서울특별시교육청,http://kunja.sen.es.kr,20230531,14.2,16.7,153,147,20230531,3,27,3,3,3,2,2,3,52,52,55,32,47,,2,14,16,300,1,4,0,0,20230531,14,,0,0.0,20230531,직영,3683,351,577990000,37.56421303,127.06142637,1123010600,서울시,19.8,17.4,동대문구,20.0,17.3,11,,48.0,147.0
